Student_ID,Age,Gender,Vocational_Program,Academic_Performance,Certifications_Count,Internship_Experience,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Job_ID,Job_Title,Required_Skill_1,Required_Skill_2,Required_Skill_3,Required_Skill_4,Required_Skill_5,Min_Experience_Months,Location,Job_Match
S0492,29,Female,Welder,74.73,0,8,1,6,6,5,0,J210,Welding Operator,3,3,9,10,5,7,Bangalore,0
S0493,27,Male,Mechanic,81.26,3,1,2,8,9,0,1,J191,Woodwork Assistant,9,2,9,5,6,11,Chennai,0
S0494,20,Female,Electrician,78.13,5,2,7,6,8,9,3,J158,Plumbing Assistant,10,0,5,9,0,11,Mumbai,0
S0495,22,Male,Welder,83.38,5,8,3,6,0,9,8,J225,Welding Operator,6,9,4,9,3,3,Chennai,0
S0496,23,Male,Carpenter,52.25,2,8,1,0,6,5,2,J172,Welding Operator,0,8,6,1,3,5,Delhi,1
S0497,26,Female,Carpenter,79.9,2,12,0,4,9,3,4,J036,Electrical Technician,3,7,1,10,4,7,Pune,0
S0498,29,Female,IT Technician,84.03,2,5,0,0,4,5,4,J134,IT Support Technician,9,7,5,3,4,4,Mumbai,0
S0499,22,Male,Mechanic,61.45,2,2,1,8,4,10,10,J037,Welding Operator,1,4,2,2,6,5,Pune,0
S0500,18,Female,Electrician,75.62,1,4,4,9,8,2,4,J093,Electrical Technician,2,3,6,2,9,3,Chennai,1
S0501,21,Female,Electrician,62.57,2,1,4,1,10,3,10,J075,Woodwork Assistant,9,1,9,6,4,5,Delhi,0
S0502,22,Female,IT Technician,88.32,1,6,10,1,4,9,1,J244,IT Support Technician,0,9,7,2,10,5,Kolkata,0
S0503,29,Male,Carpenter,51.34,1,9,9,8,9,5,7,J183,IT Support Technician,6,5,9,5,7,2,Kolkata,1
S0504,27,Male,Plumber,73.19,4,10,8,7,4,4,5,J205,Woodwork Assistant,3,3,2,0,9,3,Pune,1
S0505,27,Female,Mechanic,56.66,1,7,0,10,7,1,5,J187,Plumbing Assistant,2,0,5,7,2,5,Pune,1
S0506,22,Female,IT Technician,78.49,1,5,8,2,1,9,4,J166,Electrical Technician,3,4,6,10,5,7,Kolkata,0
S0507,24,Female,Mechanic,57.04,2,7,10,8,5,7,7,J115,Welding Operator,1,6,7,0,5,12,Pune,0
S0508,21,Female,Carpenter,59.42,1,1,6,4,1,9,9,J207,Electrical Technician,10,8,6,4,9,6,Kolkata,0
S0509,18,Female,Carpenter,69.77,3,2,4,6,6,10,1,J245,Woodwork Assistant,10,9,8,1,6,3,Pune,0
S0510,22,Male,Plumber,86.59,2,6,6,5,6,10,7,J161,Woodwork Assistant,8,1,10,9,5,2,Mumbai,1
S0511,24,Female,Plumber,58.47,0,9,3,0,7,7,2,J013,Plumbing Assistant,8,2,7,4,6,10,Pune,0
S0512,27,Male,Electrician,55.77,2,11,2,4,2,4,7,J294,IT Support Technician,2,7,1,7,1,7,Kolkata,1
S0513,27,Female,Mechanic,80.36,1,0,0,1,1,3,8,J236,IT Support Technician,6,1,6,0,5,5,Mumbai,0
S0514,23,Male,Mechanic,70.02,3,6,1,10,8,6,9,J273,Woodwork Assistant,9,6,3,10,10,11,Mumbai,0
S0515,22,Female,Carpenter,86.47,2,5,7,0,4,8,3,J114,Electrical Technician,0,5,3,2,3,7,Chennai,0
S0516,21,Male,Electrician,55.86,3,7,1,5,1,2,7,J152,IT Support Technician,5,4,1,1,2,8,Kolkata,0
S0517,19,Female,IT Technician,75.84,0,6,2,1,5,2,0,J026,Welding Operator,10,5,0,10,6,8,Bangalore,0
S0518,21,Male,Mechanic,59.32,5,3,2,5,2,8,6,J168,Welding Operator,7,6,10,2,5,9,Pune,0
S0519,27,Male,Electrician,56.27,0,2,4,1,8,4,6,J032,Electrical Technician,3,4,2,4,5,10,Kolkata,0
S0520,27,Male,Electrician,77.34,5,2,8,3,8,0,5,J221,Plumbing Assistant,7,5,8,9,9,8,Bangalore,0
S0521,20,Male,Carpenter,73.75,4,3,1,7,4,2,1,J206,Welding Operator,9,9,3,1,8,9,Kolkata,0
S0522,27,Male,Electrician,80.19,5,8,7,6,8,7,10,J098,Electrical Technician,10,2,10,6,3,0,Mumbai,1
S0523,18,Male,Plumber,62.38,4,8,3,1,1,1,10,J091,Electrical Technician,0,7,3,10,5,11,Kolkata,0
S0524,25,Female,Plumber,67.92,2,12,5,6,5,1,3,J214,Woodwork Assistant,6,7,9,1,8,2,Kolkata,0
S0525,22,Male,Welder,66.22,4,1,2,10,3,4,6,J188,IT Support Technician,9,2,0,1,7,8,Kolkata,0
S0526,21,Female,Carpenter,89.36,3,4,8,10,1,7,2,J057,Woodwork Assistant,9,5,10,0,10,3,Kolkata,0
S0527,25,Female,IT Technician,61.69,4,0,8,9,3,2,9,J107,IT Support Technician,8,6,9,10,2,9,Chennai,0
S0528,24,Female,Welder,61.79,3,3,5,9,8,6,3,J195,Plumbing Assistant,6,5,2,7,0,11,Pune,0
S0529,19,Female,Plumber,64.18,5,1,2,9,3,2,2,J022,Plumbing Assistant,4,7,2,10,9,1,Chennai,0
S0530,18,Female,Welder,72.58,5,7,8,3,8,9,4,J186,Plumbing Assistant,10,5,9,10,1,0,Mumbai,0
S0531,29,Male,Carpenter,60.09,5,3,6,4,0,1,10,J085,Electrical Technician,8,1,4,2,9,4,Mumbai,0
S0532,28,Male,Carpenter,86.61,4,4,4,5,6,1,9,J080,Electrical Technician,8,8,6,9,4,3,Bangalore,0
S0533,21,Male,Electrician,60.63,5,10,8,5,1,1,2,J077,Woodwork Assistant,8,6,1,9,0,4,Mumbai,1
S0534,25,Female,Mechanic,85.83,4,3,0,8,9,10,3,J177,Welding Operator,9,9,3,9,7,10,Chennai,0
S0535,29,Male,Electrician,54.14,4,4,4,6,0,2,2,J174,IT Support Technician,5,1,4,8,5,4,Mumbai,0
S0536,19,Male,Carpenter,76.26,1,4,1,7,4,0,1,J082,IT Support Technician,5,6,10,4,2,7,Bangalore,0
S0537,20,Male,Plumber,86.28,1,4,0,5,8,10,6,J021,Plumbing Assistant,2,4,3,4,8,5,Bangalore,0
S0538,29,Male,IT Technician,56.75,4,10,4,2,7,9,3,J179,IT Support Technician,4,3,3,0,9,2,Chennai,1
S0539,18,Male,Plumber,88.73,3,2,8,4,5,4,9,J225,Automobile Mechanic,3,3,8,10,3,8,Mumbai,0
S0540,18,Female,Electrician,68.12,2,6,10,6,6,0,1,J265,Plumbing Assistant,6,0,6,1,10,7,Pune,0
S0541,20,Male,IT Technician,87.83,0,2,6,7,3,5,10,J269,IT Support Technician,7,0,9,2,7,8,Bangalore,0
S0542,28,Female,Carpenter,77.07,1,1,9,2,6,10,2,J251,Woodwork Assistant,9,7,10,4,4,3,Mumbai,0
S0543,22,Female,Plumber,62.06,4,2,10,6,10,10,7,J273,IT Support Technician,7,9,4,8,0,12,Mumbai,0
S0544,29,Female,Carpenter,57.53,0,10,2,1,5,3,7,J272,Electrical Technician,4,2,2,1,2,7,Pune,1
S0545,20,Female,IT Technician,62.15,1,2,1,3,1,1,1,J280,Woodwork Assistant,6,7,7,10,7,10,Chennai,0
S0546,18,Female,IT Technician,53.72,2,7,0,3,1,8,8,J223,Woodwork Assistant,0,10,6,1,10,2,Chennai,0
S0547,18,Male,Plumber,55.75,3,3,10,10,6,5,2,J075,Woodwork Assistant,9,3,4,0,3,4,Mumbai,0
S0548,25,Male,Carpenter,54.19,4,2,6,0,8,3,5,J151,Automobile Mechanic,3,8,8,10,9,6,Kolkata,0
S0549,27,Male,Welder,66.92,2,9,5,10,2,3,10,J105,Automobile Mechanic,0,7,3,3,4,0,Kolkata,1
S0550,28,Female,Carpenter,81.82,1,4,9,2,5,0,7,J042,IT Support Technician,1,0,4,6,9,0,Delhi,1
S0551,29,Male,IT Technician,55.66,4,3,7,8,5,0,2,J176,Plumbing Assistant,8,1,7,6,1,2,Delhi,0
S0552,29,Male,Carpenter,55.21,0,8,0,4,2,1,2,J245,IT Support Technician,4,6,2,1,5,3,Delhi,0
S0553,19,Female,Electrician,75.74,5,7,8,10,7,2,10,J253,IT Support Technician,9,5,10,3,0,0,Chennai,0
S0554,20,Female,Welder,57.89,3,10,1,4,0,3,7,J274,IT Support Technician,4,0,10,10,7,7,Mumbai,0
S0555,19,Female,Mechanic,53.9,1,6,0,4,3,5,6,J092,Electrical Technician,1,8,8,2,5,1,Pune,0
S0556,20,Female,Electrician,56.67,3,7,8,0,10,9,3,J011,Woodwork Assistant,8,6,3,2,1,10,Pune,0
S0557,24,Male,Mechanic,86.95,4,12,5,9,6,6,7,J152,Welding Operator,9,9,0,10,9,4,Bangalore,0
S0558,18,Female,Plumber,82.86,5,4,9,7,7,7,7,J189,Plumbing Assistant,10,0,3,3,8,12,Mumbai,0
S0559,27,Female,Mechanic,64.16,2,3,5,8,2,5,4,J164,Plumbing Assistant,9,0,10,3,2,5,Mumbai,0
S0560,25,Male,Carpenter,76.23,3,6,7,3,3,9,10,J126,Woodwork Assistant,8,4,8,9,5,10,Delhi,0
S0561,27,Male,Mechanic,71.49,0,0,9,4,10,5,10,J211,Plumbing Assistant,10,8,0,3,3,5,Mumbai,0
S0562,27,Female,IT Technician,77.08,1,5,3,1,1,2,1,J097,Woodwork Assistant,9,9,5,9,0,5,Pune,0
S0563,27,Male,Electrician,77.31,0,7,0,7,4,9,0,J047,Plumbing Assistant,9,4,2,0,5,10,Delhi,0
S0564,19,Female,Electrician,75.15,3,6,8,7,3,7,9,J224,IT Support Technician,2,3,8,1,0,0,Mumbai,1
S0565,20,Female,Mechanic,60.64,5,1,6,10,10,6,0,J057,Electrical Technician,9,5,0,0,6,2,Bangalore,0
S0566,26,Male,Electrician,51.56,2,12,5,3,9,9,9,J075,Plumbing Assistant,1,3,3,1,5,2,Kolkata,1
S0567,24,Male,IT Technician,68.22,2,6,10,1,9,6,8,J254,Plumbing Assistant,9,1,7,3,0,7,Kolkata,0
S0568,21,Female,Electrician,85.64,0,12,4,7,4,6,6,J151,Welding Operator,6,5,5,10,2,5,Chennai,0
S0569,27,Female,Mechanic,72.78,4,5,8,2,0,1,5,J059,Electrical Technician,9,6,5,9,9,1,Bangalore,0
S0570,22,Female,Welder,83.3,4,12,9,9,8,2,9,J086,IT Support Technician,8,2,2,3,2,12,Pune,1
S0571,19,Male,Welder,89.66,5,4,1,10,0,1,2,J170,Electrical Technician,3,5,0,1,9,0,Mumbai,1
S0572,28,Female,Plumber,56.54,2,3,6,1,4,1,6,J146,Electrical Technician,5,5,0,5,10,3,Bangalore,0
S0573,25,Female,Electrician,77.67,0,0,9,7,7,7,9,J033,Plumbing Assistant,8,7,9,4,3,0,Mumbai,1
S0574,21,Female,Mechanic,76.97,0,12,8,0,0,9,1,J003,Automobile Mechanic,5,10,4,5,9,4,Bangalore,0
S0575,26,Female,Electrician,89.2,0,1,10,5,0,4,4,J284,Plumbing Assistant,10,2,6,7,4,11,Bangalore,0
S0576,22,Female,Carpenter,89.42,3,6,3,10,4,0,10,J257,Woodwork Assistant,4,3,9,4,9,10,Kolkata,0
S0577,26,Male,IT Technician,77.47,5,9,10,5,6,7,1,J126,Welding Operator,10,7,4,8,0,7,Bangalore,1
S0578,21,Female,Electrician,59.74,4,2,6,5,8,7,10,J113,Electrical Technician,6,4,3,2,9,9,Chennai,0
S0579,27,Female,Electrician,81.94,4,4,3,8,0,10,5,J293,Woodwork Assistant,6,1,4,1,6,1,Mumbai,0
S0580,22,Female,Welder,54.28,3,7,7,10,10,3,1,J048,IT Support Technician,5,9,6,8,1,7,Delhi,1
S0581,26,Female,IT Technician,81.23,1,12,10,1,9,0,4,J275,Woodwork Assistant,8,6,1,9,1,12,Bangalore,1
S0582,25,Male,Mechanic,86.41,3,12,5,3,3,4,4,J195,Automobile Mechanic,3,1,0,5,9,7,Delhi,1
S0583,20,Male,Electrician,65.31,5,7,8,7,8,2,2,J225,Electrical Technician,10,4,2,10,0,5,Kolkata,1
S0584,18,Male,Welder,75.23,0,5,0,9,5,3,10,J213,Plumbing Assistant,8,7,5,5,3,7,Delhi,0
S0585,20,Female,Plumber,67.21,3,4,7,1,10,1,6,J282,Electrical Technician,1,3,1,6,8,12,Chennai,0
S0586,21,Female,IT Technician,67.51,0,12,4,0,6,6,9,J138,Welding Operator,1,8,8,7,0,1,Chennai,0
S0587,19,Male,Welder,62.41,5,1,5,3,7,10,1,J070,Electrical Technician,4,9,10,3,6,6,Kolkata,0
S0588,18,Male,Welder,80.49,5,8,1,1,2,5,0,J299,Woodwork Assistant,10,7,9,10,7,11,Pune,0
S0589,24,Male,Welder,87.45,2,0,10,1,9,1,0,J070,Woodwork Assistant,1,2,9,9,6,7,Chennai,0
S0590,25,Female,Electrician,87.63,0,10,2,9,6,0,6,J208,Plumbing Assistant,3,5,7,7,6,3,Mumbai,0
S0591,24,Female,Electrician,56.99,4,1,4,8,1,0,8,J200,Plumbing Assistant,1,1,2,3,0,8,Pune,0
S0592,22,Male,Plumber,84.99,3,12,7,9,5,4,7,J059,Plumbing Assistant,4,6,9,10,4,10,Chennai,1
S0593,29,Male,Carpenter,79.5,5,0,7,4,6,0,3,J259,IT Support Technician,6,4,10,9,7,5,Pune,0
S0594,18,Male,Carpenter,60.11,0,11,1,9,2,0,10,J165,Welding Operator,6,0,10,0,4,11,Bangalore,1
S0595,24,Female,Carpenter,52.69,1,3,10,1,0,7,3,J245,IT Support Technician,1,8,1,8,9,2,Chennai,0
S0596,24,Female,IT Technician,60.72,2,3,2,0,1,2,2,J084,IT Support Technician,1,3,2,5,3,12,Pune,0
S0597,26,Female,IT Technician,86.49,1,4,5,9,7,5,1,J114,IT Support Technician,8,8,9,8,2,3,Mumbai,0
S0598,20,Male,Plumber,75.33,5,4,1,6,0,0,6,J234,Electrical Technician,2,3,8,5,8,11,Kolkata,0
S0599,26,Male,IT Technician,78.84,1,7,8,4,10,0,4,J262,Automobile Mechanic,7,6,4,8,3,3,Chennai,1
S0600,18,Female,Carpenter,60.29,1,10,10,0,9,8,3,J172,Electrical Technician,3,7,3,6,3,0,Mumbai,1
S0601,18,Male,Carpenter,78.78,2,10,8,1,6,1,3,J018,Plumbing Assistant,10,0,9,8,3,12,Bangalore,0
S0602,21,Female,Welder,51.12,2,2,5,1,1,1,2,J235,Welding Operator,2,2,8,7,9,9,Delhi,0
S0603,26,Male,IT Technician,65.01,2,5,4,8,5,8,9,J157,IT Support Technician,6,6,3,2,3,0,Delhi,1
S0604,23,Male,Electrician,75.07,2,11,4,10,5,9,7,J211,Electrical Technician,5,3,3,1,6,0,Kolkata,1
S0605,28,Male,Electrician,55.84,1,12,2,1,2,8,5,J281,Woodwork Assistant,5,1,4,5,4,3,Kolkata,1
S0606,20,Male,Welder,82.92,4,11,9,3,9,2,1,J196,IT Support Technician,3,10,10,8,2,0,Delhi,0
S0607,18,Female,Welder,59.4,4,2,3,8,3,4,7,J115,Electrical Technician,10,1,8,7,8,5,Delhi,0
S0608,21,Male,Welder,76.09,2,12,1,10,2,5,6,J160,Woodwork Assistant,9,10,2,0,10,1,Kolkata,1
S0609,29,Female,Electrician,66.21,3,1,3,0,6,8,0,J155,Electrical Technician,0,2,3,1,7,0,Delhi,1
S0610,26,Female,Carpenter,73.84,0,7,0,0,9,6,10,J051,Electrical Technician,2,3,5,9,5,6,Chennai,0
S0611,20,Female,Welder,54.3,5,0,8,2,7,8,2,J284,IT Support Technician,1,5,3,4,6,5,Pune,0
S0612,29,Male,Plumber,50.68,3,8,2,0,1,6,2,J073,Electrical Technician,6,5,9,5,5,0,Mumbai,0
S0613,26,Female,Welder,86.38,5,10,6,4,9,7,4,J110,Plumbing Assistant,3,2,0,2,2,11,Pune,0
S0614,24,Female,Mechanic,60.79,3,6,2,8,6,4,6,J286,Woodwork Assistant,8,2,7,7,2,12,Kolkata,0
S0615,29,Female,Welder,82.79,3,11,10,9,8,4,6,J221,Welding Operator,9,9,5,7,7,9,Mumbai,1
S0616,21,Male,Electrician,89.97,4,9,10,8,0,3,0,J009,Automobile Mechanic,9,9,8,8,7,11,Bangalore,0
S0617,20,Male,IT Technician,58.46,0,12,7,2,1,3,10,J082,IT Support Technician,6,9,2,6,3,8,Bangalore,0
S0618,27,Female,Welder,60.61,3,11,2,10,4,7,9,J294,Woodwork Assistant,1,7,1,0,4,5,Chennai,1
S0619,22,Male,IT Technician,76.51,2,10,7,10,6,7,4,J022,Plumbing Assistant,9,8,4,10,1,1,Bangalore,1
S0620,22,Female,Mechanic,88.62,5,3,9,9,10,10,5,J099,Woodwork Assistant,9,3,7,6,4,6,Kolkata,0
S0621,20,Female,Plumber,86.63,4,2,7,0,5,5,10,J170,Welding Operator,3,4,6,4,7,2,Chennai,1
S0622,29,Male,IT Technician,70.12,5,5,4,3,0,10,9,J190,IT Support Technician,6,6,8,7,7,6,Pune,0
S0623,26,Female,Carpenter,81.8,2,8,10,7,5,2,2,J106,Woodwork Assistant,5,6,7,4,9,8,Chennai,0
S0624,21,Male,Welder,55.43,2,8,5,6,7,4,9,J265,Plumbing Assistant,1,6,9,2,9,4,Kolkata,1
S0625,28,Male,Mechanic,89.1,3,3,5,0,5,8,9,J168,IT Support Technician,10,7,5,10,3,0,Delhi,0
S0626,22,Female,Mechanic,88.57,2,9,3,9,0,10,8,J113,Plumbing Assistant,1,6,0,6,9,4,Mumbai,1
S0627,21,Male,IT Technician,56.55,0,4,3,1,0,2,6,J148,IT Support Technician,9,6,9,2,3,7,Kolkata,0
S0628,22,Male,Plumber,61.98,2,10,10,9,1,8,10,J220,Automobile Mechanic,3,3,8,5,9,7,Delhi,1
S0629,24,Female,Electrician,54.01,3,12,1,4,7,9,7,J033,Welding Operator,8,3,6,9,8,2,Delhi,1
S0630,26,Female,Welder,60.87,5,8,2,1,8,2,7,J220,Automobile Mechanic,9,2,2,5,7,3,Bangalore,0
S0631,24,Male,Mechanic,82.64,2,1,1,2,0,10,5,J185,Electrical Technician,0,3,7,5,1,11,Pune,0
S0632,22,Male,Plumber,65.13,4,1,6,3,0,2,8,J193,Plumbing Assistant,7,0,0,6,9,7,Chennai,0
S0633,27,Female,Carpenter,53.54,4,4,4,5,3,0,4,J180,Automobile Mechanic,2,7,8,7,0,7,Chennai,0
S0634,27,Male,Mechanic,63.69,4,0,4,4,5,10,1,J006,Plumbing Assistant,0,5,0,7,5,6,Bangalore,0
S0635,24,Male,Plumber,89.26,5,7,0,1,9,5,4,J009,IT Support Technician,4,5,3,0,6,5,Bangalore,0
S0636,27,Male,Electrician,75.19,1,4,4,5,9,6,8,J061,Plumbing Assistant,9,8,3,3,8,3,Chennai,1
S0637,22,Male,Electrician,66.65,4,11,6,1,5,8,6,J163,Electrical Technician,3,9,3,7,10,9,Kolkata,1
S0638,20,Male,Mechanic,56.66,4,9,1,2,7,10,8,J099,Plumbing Assistant,3,8,10,7,4,12,Kolkata,0
S0639,24,Male,Mechanic,89.45,1,1,3,8,1,10,4,J148,IT Support Technician,8,7,9,3,3,8,Kolkata,0
S0640,28,Male,IT Technician,82.83,5,11,10,1,10,0,4,J058,IT Support Technician,0,3,7,4,5,1,Kolkata,0
S0641,28,Female,Welder,61.26,4,8,1,6,7,1,6,J215,Automobile Mechanic,3,4,9,7,8,1,Bangalore,0
S0642,19,Female,Plumber,52.8,3,1,3,0,10,2,10,J182,Welding Operator,2,9,3,0,10,0,Mumbai,1
S0643,29,Female,Mechanic,52.27,5,6,0,4,7,0,8,J035,Woodwork Assistant,4,3,5,5,9,10,Mumbai,0
S0644,26,Female,Welder,54.82,4,7,2,4,8,4,8,J046,Automobile Mechanic,5,2,6,2,5,11,Chennai,0
S0645,27,Female,IT Technician,73.23,4,5,9,7,6,10,0,J087,Electrical Technician,9,0,7,6,8,2,Mumbai,1
S0646,27,Male,Welder,87.15,1,10,3,8,9,7,3,J004,Woodwork Assistant,2,7,1,8,0,2,Kolkata,1
S0647,29,Male,Mechanic,69.87,3,6,0,9,3,2,5,J266,Plumbing Assistant,9,6,9,0,5,3,Bangalore,1
S0648,18,Male,Electrician,83.72,5,10,10,4,4,1,2,J107,Automobile Mechanic,0,3,6,1,2,2,Kolkata,1
S0649,23,Male,Plumber,67.84,2,0,10,5,1,3,1,J075,Woodwork Assistant,3,5,8,3,5,9,Delhi,0
S0650,24,Female,Plumber,78.34,0,3,8,2,9,9,5,J040,Automobile Mechanic,6,3,5,2,4,5,Bangalore,0
S0651,25,Male,Electrician,79.27,3,12,0,10,9,2,7,J127,Plumbing Assistant,10,9,3,6,5,8,Delhi,1
S0652,27,Male,Mechanic,56.96,2,6,4,7,1,6,8,J183,IT Support Technician,6,5,1,6,7,7,Delhi,0
S0653,26,Female,Plumber,64.45,3,0,6,2,6,7,0,J119,Automobile Mechanic,6,3,3,4,8,5,Chennai,0
S0654,19,Male,Mechanic,75.49,2,12,2,4,5,2,3,J073,Electrical Technician,4,1,4,2,9,7,Delhi,1
S0655,28,Male,IT Technician,52.83,2,0,4,2,3,4,1,J040,Woodwork Assistant,7,9,9,1,10,7,Mumbai,0
S0656,27,Female,Mechanic,64.46,3,10,9,8,9,7,5,J204,Woodwork Assistant,3,4,3,4,9,9,Mumbai,1
S0657,19,Male,Welder,71.39,1,5,9,10,2,10,1,J096,Woodwork Assistant,10,3,2,0,3,5,Delhi,1
S0658,22,Male,Electrician,89.85,3,3,6,7,9,0,5,J279,Automobile Mechanic,8,0,6,2,7,1,Chennai,0
S0659,22,Male,Mechanic,68.98,3,2,6,8,2,1,4,J143,Plumbing Assistant,5,0,9,4,7,4,Delhi,0
S0660,23,Male,IT Technician,82.64,2,11,9,0,5,8,9,J115,Automobile Mechanic,10,2,3,6,10,3,Bangalore,0
S0661,20,Male,Carpenter,67.28,0,4,8,6,10,6,7,J133,Automobile Mechanic,5,6,8,8,1,11,Bangalore,0
S0662,25,Female,Electrician,81.86,2,8,9,1,5,4,4,J168,IT Support Technician,2,3,5,4,5,5,Bangalore,1
S0663,18,Female,Plumber,73.82,4,9,2,2,5,9,9,J245,Woodwork Assistant,10,7,1,5,8,1,Bangalore,1
S0664,23,Female,Welder,85.46,3,9,6,0,2,0,9,J277,Plumbing Assistant,4,0,7,3,7,3,Delhi,1
S0665,21,Female,Plumber,66.44,5,11,2,4,8,2,9,J259,Welding Operator,3,10,7,8,4,12,Kolkata,0
S0666,18,Female,IT Technician,74.17,3,11,9,8,0,5,8,J046,Plumbing Assistant,4,1,8,10,3,7,Kolkata,1
S0667,24,Female,IT Technician,75.2,1,10,4,10,9,1,4,J237,Automobile Mechanic,2,1,2,3,8,0,Pune,1
S0668,26,Male,Plumber,66.7,5,9,0,8,9,9,8,J053,Electrical Technician,5,9,4,8,7,2,Bangalore,1
S0669,21,Female,Electrician,55.77,2,2,5,10,8,2,3,J148,Plumbing Assistant,5,2,6,9,5,3,Pune,0
S0670,21,Female,Plumber,53.74,1,4,5,3,0,6,4,J187,Woodwork Assistant,10,7,5,10,9,1,Pune,0
S0671,23,Male,Mechanic,50.67,3,9,7,8,4,7,0,J021,Electrical Technician,3,9,6,6,10,11,Chennai,0
S0672,29,Male,Plumber,84.94,2,4,0,6,5,4,4,J090,Welding Operator,7,1,10,5,2,1,Chennai,0
S0673,20,Female,Welder,59.46,2,8,8,0,7,1,6,J233,Welding Operator,7,3,3,1,5,5,Delhi,1
S0674,29,Male,Welder,58.46,4,10,5,9,1,2,3,J215,Electrical Technician,5,0,7,2,0,5,Kolkata,1
S0675,23,Female,Carpenter,79.44,4,11,6,7,10,1,7,J051,Welding Operator,9,0,0,4,4,2,Delhi,1
S0676,24,Male,Welder,62.8,0,9,10,8,6,0,5,J153,Electrical Technician,0,4,6,4,8,7,Mumbai,1
S0677,28,Female,Plumber,70.24,4,10,7,4,1,4,7,J116,Automobile Mechanic,3,8,7,0,3,11,Bangalore,0
S0678,27,Male,Welder,56.5,5,3,1,0,3,3,8,J214,Electrical Technician,6,0,7,10,1,2,Mumbai,0
S0679,27,Male,Electrician,88.39,2,0,2,3,2,1,3,J137,Automobile Mechanic,7,10,3,7,0,1,Mumbai,0
S0680,20,Female,Welder,84.06,4,9,7,0,7,7,2,J285,Woodwork Assistant,4,8,6,2,3,4,Pune,1
S0681,24,Female,Mechanic,84.55,0,4,9,9,5,3,0,J071,Woodwork Assistant,9,6,5,3,2,12,Chennai,0
S0682,20,Female,Electrician,66.27,3,0,0,4,7,0,1,J245,Welding Operator,10,1,9,8,2,6,Kolkata,0
S0683,19,Female,Carpenter,80.49,5,5,6,7,2,10,7,J038,IT Support Technician,6,0,7,0,1,0,Pune,1
S0684,29,Female,Mechanic,55.76,4,11,0,8,1,1,3,J216,IT Support Technician,0,3,1,0,0,1,Pune,1
S0685,27,Male,Plumber,50.34,2,9,9,2,3,5,6,J127,Electrical Technician,1,5,1,10,1,1,Bangalore,1
S0686,21,Female,Plumber,50.8,3,9,4,1,2,9,10,J072,Automobile Mechanic,7,4,7,7,1,7,Delhi,0
S0687,29,Female,Plumber,73.46,2,6,2,4,10,4,3,J226,Woodwork Assistant,6,8,7,8,7,9,Bangalore,0
S0688,25,Male,Mechanic,68.22,3,0,7,5,5,0,5,J284,Woodwork Assistant,3,9,6,8,8,5,Delhi,0
S0689,26,Male,Mechanic,70.72,5,9,2,5,9,10,5,J246,Woodwork Assistant,3,6,5,2,9,12,Delhi,0
S0690,24,Female,Mechanic,50.3,2,3,1,0,10,2,4,J071,Welding Operator,5,7,1,2,7,12,Kolkata,0
S0691,18,Male,Electrician,66.91,4,8,3,6,3,7,6,J195,Woodwork Assistant,3,3,1,10,9,12,Mumbai,0
S0692,20,Male,IT Technician,78.72,4,12,9,8,0,4,3,J038,IT Support Technician,0,6,3,5,7,3,Delhi,0
S0693,29,Female,Electrician,67.71,0,0,5,0,5,0,0,J117,Plumbing Assistant,10,6,6,5,10,3,Kolkata,0
S0694,26,Male,Plumber,79.29,3,8,7,1,9,5,5,J238,Welding Operator,3,3,8,10,4,4,Mumbai,1
S0695,29,Male,IT Technician,59.32,0,7,5,7,3,2,5,J204,Electrical Technician,8,10,8,3,1,2,Pune,0
S0696,18,Female,Welder,82.53,1,4,3,1,5,9,4,J005,Plumbing Assistant,1,8,8,2,4,11,Pune,0
S0697,26,Female,Plumber,73.54,4,5,10,8,10,5,2,J157,Welding Operator,4,1,1,9,0,3,Mumbai,1
S0698,25,Male,Carpenter,58.43,3,6,10,4,9,7,8,J107,Welding Operator,1,10,6,0,0,11,Bangalore,0
S0699,18,Male,Electrician,59.47,5,3,7,2,8,2,7,J228,Automobile Mechanic,8,1,10,3,10,3,Bangalore,0
S0700,23,Female,Mechanic,75.12,0,5,9,8,6,3,9,J142,Plumbing Assistant,2,10,3,10,10,6,Bangalore,0
S0701,22,Male,Electrician,83.2,5,6,8,2,2,1,9,J172,Plumbing Assistant,6,9,1,1,8,6,Chennai,1
S0702,23,Male,Mechanic,66.63,5,10,2,0,3,7,4,J146,IT Support Technician,5,10,6,4,4,0,Mumbai,0
S0703,27,Male,IT Technician,60.33,5,5,1,2,0,1,0,J007,Plumbing Assistant,3,7,6,9,1,11,Chennai,0
S0704,29,Female,Carpenter,84.68,0,10,1,2,0,10,8,J016,Woodwork Assistant,1,5,10,0,6,2,Bangalore,1
S0705,22,Male,IT Technician,76.77,1,12,9,4,7,4,7,J037,IT Support Technician,7,9,7,2,6,8,Kolkata,1
S0706,23,Male,Carpenter,67.92,0,11,6,3,6,5,2,J153,Woodwork Assistant,0,10,2,5,8,5,Bangalore,1
S0707,22,Female,Electrician,69.52,2,5,8,9,8,4,7,J265,IT Support Technician,4,4,8,8,5,5,Delhi,1
S0708,28,Male,Mechanic,58.17,4,1,6,8,6,3,3,J183,Electrical Technician,4,9,1,10,7,3,Kolkata,0
